fecha_de_registro,tipo_divorcio,el_nacionalidad,el_f_nacimiento,el_loc_nacimiento,el_mpo_nacimiento,el_edo_nacimiento,el_pais_nacimiento,el_edad,el_mpo_habita,el_edo_habita,el_pais_habita,el_ingreso,el_ocupacion,el_loc_habita,ella_nacionalidad,ella_f_nacimiento,fecha_de_registro_2,ella_loc_nacimiento,ella_mpo_nacimiento,ella_edo_nacimiento,ella_pais_nacimiento,ella_edad,ella_loc_habita,ella_mpo_habita,ella_edo_habita,ella_pais_habita,ella_ocupacion,ella_ingreso,fecha,localidad,municipio,entidad_federativa,el_escolaridad,el_trabajo,ella_escolaridad,ella_trabajo,años_matrimonio,meses_matrimonio,num_hijos,custodia
2006-09-14,Voluntario,MEXICANA,30/10/1980,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,25,XALAPA,VERACRUZ,MEXICO,75000,PROFESOR DE EDUCACION FISICA,XALAPA-ENRIQUEZ,MEXICANA,01/05/1977,1977-06-04,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,15000,2004-12-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,8,NA,NA
2009-09-14,Voluntario,MEXICANA,20/02/1970,HUEYAPAN DE OCAMPO,HUEYAPAN DE OCAMPO,VERACRUZ,MEXICO,39,CORDOBA,VERACRUZ,MEXICO,10000,PERIODISTA,CORDOBA,MEXICANA,26/07/1968,1968-08-23,TUXTEPEC,TUXTEPEC,OAXACA,MEXICO,41,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,2002-08-16,BANDERILLA,BANDERILLA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,7,NA,NA,NA
2011-09-14,Necesario,MEXICANA,07/04/1980,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,02/10/1982,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,SECRETARIA,2800,1998-07-28,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,9,NA,1,MADRE
2002-10-14,Voluntario,MEXICANA,04/11/1960,CAZONES DE HERRERA,CAZONES DE HERRERA,VERACRUZ,MEXICO,41,XALAPA,VERACRUZ,MEXICO,10000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,19/05/1962,1966-01-27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ABOGADA,4000,1985-06-22,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,ESTABLECIMIENTO,17,3,2,MADRE
2002-10-14,Necesario,MEXICANA,24/03/1972,INDEPENDENCIA,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,29/04/1976,1976-06-21,QUERETARO,QUERETARO,QUERETARO,MEXICO,26,NA,NA,NA,NA,NA,NA,1995-07-15,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,NA,NA,7,2,2,MADRE
2003-10-14,Voluntario,MEXICANA,03/06/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,07/12/1969,1198-10-26,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,SECRETARIA,5000,1996-01-27,BANDERILLA,BANDERILLA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,7,8,1,MADRE
2003-10-14,Voluntario,MEXICANA,20/10/1980,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,22,XALAPA,VERACRUZ,MEXICO,3500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,20/10/1980,1980-01-14,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,22,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADO,4000,2000-10-19,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PREPARATORIA,EMPLEADO,2,NA,1,MADRE
2004-10-14,Voluntario,MEXICANA,29/09/1962,FELIPE CARRILLO PUERTO,BUENA VISTA,MICHOACAN,MEXICO,42,PUENTE NACIONAL,VERACRUZ,MEXICO,4000,ABOGADO,PUENTE NACIONAL,MEXICANA,08/03/1975,1975-08-30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTILISTA,1500,1995-12-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,NA,9,NA,1,MADRE
2005-10-14,Necesario,MEXICANA,18/10/1971,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,33,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,11/05/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,5000,1994-07-25,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,9,NA,NA,NA
2005-10-14,Voluntario,MEXICANA,04/08/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,14000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,06/07/1977,1977-09-28,LAS CHOAPAS,LAS CHOAPAS,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,8000,2004-04-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,5,NA,NA
2009-10-14,Necesario,MEXICANA,15/02/1978,TLALANCALECA,SAN MATIAS TLALANCALEC,PUEBLA,MEXICO,31,XALAPA,VERACRUZ,MEXICO,60000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,17/08/1975,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,40000,1998-09-03,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,ESTABLECIMIENTO,PROFESIONAL,ESTABLECIMIENTO,11,NA,1,MADRE
2011-10-14,Necesario,MEXICANA,23/05/1980,TUZAMAPAN,COATEPEC,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,2280,ING.,XALAPA-ENRIQUEZ,MEXICANA,09/10/1976,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6000,2004-12-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,3,NA,NA,NA
2011-10-14,Necesario,MEXICANA,19/03/1966,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,XALAPA,VERACRUZ,MEXICO,NA,DESEMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,02/09/1959,NA,COATEPEC,COATEPEC,VERACRUZ,MEXICO,52,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORATORISTA,NA,1987-02-28,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,24,NA,2,NA
2011-10-14,Necesario,MEXICANA,16/12/1956,PUEBLA,PUEBLA,PUEBLA,MEXICO,54,VERACRUZ,VERACRUZ,MEXICO,10000,EMPLEADO,VERACRUZ,MEXICANA,05/09/1955,NA,MINATITLAN,MINATITLAN,VERACRUZ,MEXICO,56,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,AMA DE CASA,3500,1984-08-11,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,SECUNDARIA,NO TRABAJA,27,NA,3,NA
2000-11-14,Voluntario,MEXICANA,26/07/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,5000,ARQUITECTO,XALAPA-ENRIQUEZ,MEXICANA,29/06/1972,1972-11-27,JALTIPAN DE MORELOS,JALTIPAN,VERACRUZ,MEXICO,28,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,ARQUITECTA,5000,1998-11-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,PATRON O EMPRESARIO,PROFESIONAL,PATRON O EMPRESARIO,1,11,NA,NA
2000-11-14,Voluntario,MEXICANA,05/07/1947,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,53,CHOLULA,PUEBLA,MEXICO,8000,EMPLEADO,CHOLULA,MEXICANA,09/12/1953,1953-12-11,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1973-12-07,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,PREPARATORIA,EMPLEADO,PROFESIONAL,NO TRABAJA,26,10,3,NA
2001-11-14,Voluntario,MEXICANA,20/01/1950,ATEMPAN,ATEMPAN,PUEBLA,MEXICO,51,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,17/09/1951,1951-10-26,PASO DE OVEJAS,PASO DE OVEJAS,VERACRUZ,MEXICO,50,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MAESTRA,5000,1974-12-04,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,26,11,4,MADRE
2002-11-14,Voluntario,MEXICANA,05/01/1942,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,60,QUERETARO,QUERETARO,MEXICO,NA,DESEMPLEADO,QUERETARO,MEXICANA,14/11/1954,1944-11-14,MARANGE,SILVANGE,SILVANGE,FRANCIA,47,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,7000,1989-12-01,JALCOMULCO,JALCOMULCO,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,12,11,1,MADRE
2003-11-14,Voluntario,MEXICANA,14/08/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,NA,DESEMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/05/1977,1977-07-29,COATZACOALCOS,COATZACOALCOS,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4500,2000-09-29,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,NO TRABAJA,PROFESIONAL,EMPLEADO,3,1,1,MADRE
2007-11-14,Voluntario,MEXICANA,24/04/1976,INDEPENDENCIA,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,11/02/1976,1977-06-02,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2004-12-18,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,NA,NA,NA,NA
2007-11-14,Necesario,MEXICANA,25/04/1968,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,25/08/1970,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1991-06-22,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,PATRON O EMPRESARIO,PROFESIONAL,EMPLEADO,16,NA,2,NA
2008-11-14,Necesario,MEXICANA,07/10/1960,LAS CHOAPAS,LAS CHOAPAS,VERACRUZ,MEXICO,48,TLAXCALACINGO,PUEBLA,MEXICO,40000,EMPLEADO,TLAXCALACINGO,MEXICANA,26/06/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,PUEBLA,PUEBLA,PUEBLA,MEXICO,EMPLEADA,3000,1991-04-26,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,16,NA,2,MADRE
2011-11-14,Necesario,MEXICANA,15/10/1968,CORDOBA,CORDOBA,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,5000,ABOGADO,XALAPA-ENRIQUEZ,MEXICANA,15/05/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,17000,1992-08-14,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,19,NA,1,MADRE
2012-11-14,Necesario,MEXICANA,20/10/1956,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,56,NA,NA,NA,NA,MECANICO,NA,MEXICANA,15/12/1953,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,58,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EDUCADORA,17000,1985-12-21,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,NO TRABAJA,PROFESIONAL,EMPLEADO,27,NA,NA,NA
2012-11-14,Voluntario,MEXICANA,13/07/1982,LAS CHOAPAS,LAS CHOAPAS,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,4000,INSTRUCTOR,XALAPA-ENRIQUEZ,MEXICANA,03/11/1986,1987-04-24,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4800,2010-08-30,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,2,NA,NA,NA
2012-11-14,Necesario,MEXICANA,NA,MIGUEL HIDALGO,MIGUEL HIDALGO,DISTRITO FEDERAL,MEXICO,41,NA,NA,NA,NA,NA,NA,MEXICANA,28/10/1971,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,41,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,JUBILADA,4000,2008-06-27,XALAPA,XALAPA,VERACRUZ,OTRO,NA,PROFESIONAL,EMPLEADO,4,NA,NA,NA
2013-11-14,Voluntario,MEXICANA,06/03/1983,FRANCISCO BARRIENTOS,JALACINGO,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,NA,CHOFER,XALAPA-ENRIQUEZ,MEXICANA,25/07/1986,1986-08-15,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,2008-12-01,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,4,10,NA,NA
2013-11-14,Voluntario,MEXICANA,06/05/1960,TLACOJALPAN,TLACOJALPAN,VERACRUZ,MEXICO,53,XALAPA,VERACRUZ,MEXICO,NA,GESTOR,XALAPA-ENRIQUEZ,MEXICANA,28/10/1967,1967-11-15,LOMA BONITA,TUXTEPEC,OAXACA,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1994-10-22,COSAMALOAPAN,COSAMALOAPAN,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,19,NA,NA,NA
2000-12-14,Necesario,MEXICANA,01/04/1935,VICENTE GUERRERO,VICENTE GUERRERO,"NAYARIT",MEXICO,65,CULIACAN,SINALOA,MEXICO,2800,EMPLEADO,COSTA RICA,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,18,NA,NA,NA,NA,NA,NA,1970-12-27,XALAPA,XALAPA,VERACRUZ,SIN ESCOLARIDAD,EMPLEADO,NA,NA,30,NA,NA,NA
2000-12-14,Voluntario,MEXICANA,20/03/1973,CHICONTEPEC DE TEJEDA,CHICONTEPEC,VERACRUZ,MEXICO,27,XALAPA,VERACRUZ,MEXICO,5000,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,26/11/1968,1972-02-10,DANIEL GUZMAN,ALTOTONGA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,5000,1999-11-26,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,NA,NA,NA
2001-12-14,Voluntario,MEXICANA,24/02/1972,CORDOBA,CORDOBA,VERACRUZ,MEXICO,29,XALAPA,VERACRUZ,MEXICO,NA,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,14/02/1976,1977-02-18,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,NA,1995-08-05,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,ESTABLECIMIENTO,PREPARATORIA,ESTABLECIMIENTO,3,4,NA,NA
2001-12-14,Voluntario,MEXICANA,31/12/1955,SANTIAGO TUXTLA,SANTIAGO TUXTLA,VERACRUZ,MEXICO,45,SANTIAGO TUXTLA,VERACRUZ,MEXICO,NA,EMPLEADO,SANTIAGO TUXTLA,MEXICANA,08/12/1962,1963-01-17,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1989-02-18,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,12,9,2,MADRE
2005-12-14,Necesario,MEXICANA,06/11/1969,CEMPOALA,CEMPOALA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,NA,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,16/02/1967,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EDUCADORA,NA,2004-02-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,NA,NA,NA,NA
2006-12-14,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/03/1978,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,7000,1998-06-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,8,NA,2,MADRE
2009-12-14,Necesario,MEXICANA,02/10/1955,TEOCELO,TEOCELO,VERACRUZ,MEXICO,54,TEOCELO,VERACRUZ,MEXICO,1200,CAMPESINO,TEOCELO,MEXICANA,10/07/1956,NA,MINATITLAN,MINATITLAN,VERACRUZ,MEXICO,53,TEOCELO,TEOCELO,VERACRUZ,MEXICO,ENFERMERA,8000,1978-02-28,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,31,NA,2,NA
2009-12-14,Voluntario,MEXICANA,17/10/1973,MEXICO,MEXICO,DISTRITO FEDERAL,MEXICO,36,XALAPA,VERACRUZ,MEXICO,8000,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,19/06/1988,1988-07-18,MINATITLAN,MINATITLAN,VERACRUZ,MEXICO,21,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,2006-05-19,JUAN RODRIGUEZ CLARA,JUAN RODRIGUEZ CLARA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,3,NA,NA,NA
2009-12-14,Necesario,MEXICANA,25/05/1963,RAUDAL MAL PASO,TECPATAN,CHIAPAS,MEXICO,46,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,20000,DOCTOR,CUAUHTEMOC,MEXICANA,11/10/1960,NA,JICALTEPEC,"NAUTLA",VERACRUZ,MEXICO,49,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1992-11-20,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,NO TRABAJA,8,NA,2,MADRE
2009-12-14,Necesario,MEXICANA,24/05/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,29/09/1963,NA,TEZIUTLAN,TEZIUTLAN,PUEBLA,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1995-09-29,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PRIMARIA,NO TRABAJA,10,NA,NA,NA
2010-12-14,Voluntario,MEXICANA,05/12/1984,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA,VERACRUZ,MEXICO,10000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,08/10/1985,1986-01-20,TLAPACOYAN,TLAPACOYAN,VERACRUZ,MEXICO,25,SOLIDARIDAD,SOLIDARIDAD,QUINTANA ROO,MEXICO,CHEF,12000,2008-09-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,2,NA,NA,NA
2010-12-14,Necesario,MEXICANA,11/03/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,3000,MEDICO,XALAPA-ENRIQUEZ,MEXICANA,08/01/1968,NA,PUEBLA,PUEBLA,PUEBLA,MEXICO,42,PUEBLA,PUEBLA,PUEBLA,MEXICO,LABORES DOMESTICAS,NA,1990-02-23,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,18,NA,2,MADRE
2010-12-14,Necesario,MEXICANA,24/03/1973,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,37,VERACRUZ,VERACRUZ,MEXICO,NA,EMPLEADO,VERACRUZ,MEXICANA,20/01/1979,NA,BENITO JUAREZ,BENITO JUAREZ,DISTRITO FEDERAL,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DOCENTE,10000,2002-06-18,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,8,NA,1,MADRE
2011-12-14,Necesario,MEXICANA,13/05/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA,VERACRUZ,MEXICO,5000,LICENCIADO,XALAPA-ENRIQUEZ,MEXICANA,26/05/1973,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTILISTA,NA,1999-06-25,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,NO TRABAJA,9,NA,2,MADRE
2011-12-14,Necesario,MEXICANA,02/06/1966,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,NA,EMPLEADO,IZTACALCO,MEXICANA,30/03/1967,NA,TEOCELO,TEOCELO,VERACRUZ,MEXICO,44,TEOCELO,TEOCELO,VERACRUZ,MEXICO,DOCENTE,18000,1994-06-02,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,17,NA,NA,NA
2011-12-14,Voluntario,MEXICANA,07/08/1980,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,31,XALAPA,VERACRUZ,MEXICO,30000,SECRETARIO,XALAPA-ENRIQUEZ,MEXICANA,31/08/1981,1981-09-30,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,30,COYOACAN,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,MEDICO,12000,2008-03-15,COATEPEC,COATEPEC,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,3,8,NA,NA
2011-12-14,Necesario,MEXICANA,02/08/1961,PALMAR,EMILIANO ZAPATA,VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,4000,MECANICO,XALAPA-ENRIQUEZ,MEXICANA,17/11/1966,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,SAN JUAN DEL RIO,QUERETARO,QUERETARO,MEXICO,AYUDANTE,3000,2005-02-10,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PRIMARIA,EMPLEADO,6,NA,1,NA
2012-12-14,Voluntario,MEXICANA,18/08/1980,VILLAHERMOSA,VILLAHERMOSA,TABASCO,MEXICO,32,VILLAHERMOSA,TABASCO,MEXICO,15000,SUPERIOR,VILLAHERMOSA,MEXICANA,01/04/1976,1976-05-07,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,INFORMATICA,10000,2011-11-19,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,NA,NA,NA
2012-12-14,Voluntario,MEXICANA,07/04/1983,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,29,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,27/10/1984,1985-05-27,MIGUEL HIDALGO,PALENQUE,CHIAPAS,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DOCENTE,5500,2010-07-17,PALENQUE,PALENQUE,CHIAPAS,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,4,NA,NA
